0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0.02426386718883327,0.023401027778926987,0.022570786075069085,0.021772247172565845,0.021004581371740362,0.020267031211642948,0.019558920785580493,0.018879668158301964,0.01822880205298592,0.017605984499767455,0.017011041939588332,0.016444008531516764,0.01590518741906377,0.015395239006700995,0.014915310865784251,0.014467233604878076,0.014053824626658676,0.01367937489807472,0.013350459686009335,0.01307735240240838,0.012876631334000632,0.012776327713999485,0.012827018189537654,0.013128617533131723,0.013906090217995657,0.015779037481102723,0.02116867468656344,0.050635855104531786,0.8769514709020607,0.9995587629368403,0.9998387913854256,0.9998735878855223,0.9998730291988347,0.999836644585624,0.9995489291660195,0.8735811163223635,0.04876139577060966,0.020186442030614198,0.014912904556375232,0.013027489164439488,0.012191836673954843,0.01180812654023835,0.011659330304037412,0.011648974346978612,0.011728108756890308,0.01186947832680294,0.012056834528782489,0.012279977452426986,0.012532246353036411,0.012809159072085805,0.013107632067692556,0.013425512187729428,0.013761284470465932,0.014113883663688433,0.014482569127698453,0.0148668397181247,0.0152663745946321,0.015680991258378983,0.016110615290717178,0.01655525819562606,0.017015000954005047,0.017489981668610703,0.017980386181394113,0.018486440879519166
0.024876974211850145,0.024046197560845223,0.02325058775589032,0.022489657524147635,0.021763063243929594,0.021070631820246873,0.02041239606504419,0.01978864177420564,0.019199971123628392,0.018647389195516225,0.018132423865376487,0.017657294743948344,0.01722515582035689,0.01684045153543226,0.016509452232991863,0.016241082150951783,0.016048241614650818,0.015949998791846984,0.01597538593096511,0.016170327266758197,0.01661110588971177,0.017432656898780232,0.01889412006350395,0.021551228006288125,0.026793446530673296,0.038962991250932826,0.0770177170365611,0.2635671610648805,0.8398605343926836,0.9881009991566007,0.9971964568608718,0.9983692938149904,0.9983620976920083,0.9971592223198902,0.9878389150619473,0.8356646228756727,0.25593530085629385,0.07363902859614485,0.0368719348862211,0.025121352253245893,0.020025654530800352,0.017401794248507192,0.01591513281395329,0.015032826576017384,0.014506659453128255,0.014207411557846022,0.014061974537948413,0.014026244076118645,0.014072230968423527,0.014181436572691188,0.014341225689898839,0.014542733911011489,0.014779605963438962,0.01504720601776664,0.01534210718569245,0.015661752103432763,0.016004221635743388,0.01636807378978759,0.01675222933338014,0.01715588915805898,0.017578473640909125,0.018019577520342486,0.018478935887843016,0.018956398260694965
0.025523291648138397,0.024726081044629162,0.023966904883972486,0.023245743739531803,0.022562816151013063,0.021918630421930915,0.021314053087249422,0.020750400490617948,0.02022956288236034,0.019754175042423154,0.019327854682664212,0.018955541595932053,0.01864398993380131,0.01840249910310166,0.018244027054512956,0.01818693606152749,0.01825782302976682,0.018496287915382666,0.018963335346231965,0.019756978671325892,0.021043096319973746,0.023121235017581756,0.026578461006305162,0.03269208077287126,0.04463938896423327,0.07174898803465873,0.14624537911944976,0.3688366931415175,0.7509840721072039,0.9383140590614589,0.978825079257926,0.9872846871029324,0.9872292015627766,0.9785490985873004,0.9370252709045612,0.7451660400421777,0.35964526164902555,0.14029135344905852,0.06802292308541248,0.04190153672935866,0.030402370623104885,0.024494351028319445,0.021119160156536854,0.01905187632444227,0.01773095226561899,0.016870357775906075,0.016311851973206407,0.015961945593331302,0.015762397002674282,0.01567531558200618,0.01567515187523525,0.01574415689373872,0.015869689764951414,0.01604255855205046,0.016255963013871846,0.016504800954245193,0.016785201263886336,0.01709420232130879,0.017429525956637423,0.017789415661500947,0.018172518869230953,0.01857780002116689,0.01900447549803992,0.01945196431678645
0.026199526151018514,0.02543701362382245,0.024715635813874298,0.024035886528370038,0.02339860352555895,0.02280504885908467,0.022257015393949975,0.021756969755284405,0.021308246768430933,0.020915317889656383,0.020584167910971844,0.020322833316821852,0.02014218739615396,0.020057111407223067,0.02008828654988435,0.020265015473093353,0.02062981142043839,0.021246143892290906,0.022212078672818155,0.02368550141036737,0.02593347463371503,0.029435338308878074,0.03511478553478007,0.04490722588454604,0.06326458062565798,0.10133432794289617,0.18718123895572206,0.37100589630737263,0.6380718250431476,0.8337861320355989,0.9159722934874679,0.9418933882981262,0.9416515358185478,0.9149483091361047,0.830707488399508,0.6309122494048002,0.36179139416482736,0.17991181280154822,0.09623111858556457,0.059455487349281584,0.04179895206733428,0.03238358075616256,0.026901579592954094,0.023490602719637366,0.021265354912640002,0.019767763281785207,0.018743148105258144,0.01804114337615818,0.017568400421764215,0.01726447446704196,0.017088811046101698,0.017013368859826617,0.017018255589283098,0.017089048275882975,0.017215093461603822,0.017388397364193498,0.01760288253842348,0.01785387853257439,0.01813776568339778,0.01845172138682852,0.01879353633577618,0.0191614794097783,0.019554196962954094,0.019970636805913877
0.026902142658643272,0.026175036049837425,0.025492318310003606,0.024855023147391905,0.024264640292576266,0.023723225983605035,0.02323354957573378,0.022799290478542584,0.022425306257554033,0.0221180030075359,0.021885855323650276,0.021740149372482632,0.021696065821164488,0.02177429273336463,0.02200348648233613,0.022424128888080135,0.023094757035506862,0.024102368956133494,0.02558046928501411,0.027741701095236476,0.03093963922171403,0.03579175988711558,0.0434368036767148,0.05609739541727625,0.07833001497327836,0.11960905967025436,0.1978436297332642,0.3346539402363332,0.5201497789013859,0.6884286312490986,0.79095058322453,0.8339966764272879,0.8333851752078624,0.7887544179711898,0.6836790659437663,0.5124399523002761,0.3258745352533155,0.19025704161346907,0.11370197401424417,0.0736851998469724,0.0522569667820745,0.04008520849083113,0.03272929905684827,0.02803877269437588,0.024917676448282623,0.022774114799711715,0.021270195541171495,0.020203163510391774,0.019445908524847063,0.01891565145260038,0.01855667488592854,0.018330388554940107,0.01820939374414388,0.018173814956545922,0.018208963193084595,0.018303806615413067,0.01844994499518028,0.01864090677256753,0.018871657614432442,0.019138250620138585,0.01943757325529268,0.019767161522419325,0.020125061635915608,0.020509725765537782
0.027627430825046425,0.02693597530417289,0.026292228768024426,0.025697770174459254,0.025154746210934605,0.024666011150643156,0.02423531220964191,0.02386753814672417,0.023569057023930688,0.023348181614604908,0.02321582062768647,0.023186405353586747,0.023279232629646884,0.023520450647101145,0.0239460605913006,0.024606564260306465,0.025574351818298376,0.02695578516301732,0.028911577132702832,0.03169229138217331,0.03570223999313444,0.041618041513994126,0.05061347444462334,0.06478585972598755,0.08792052609441735,0.12658997642914654,0.1905401873828056,0.2883123201251415,0.4138920849136854,0.538349183512979,0.6297186622115468,0.6749939739038174,0.6740256901685682,0.6266282525918656,0.5328642141982266,0.406423263512772,0.2802365979693722,0.1831697089799757,0.12038527022008161,0.08275807685300787,0.0603886733800619,0.046735180421490934,0.03807675132044266,0.03236975301307342,0.02847788752010413,0.02574943411555842,0.02379649403961386,0.0223794112226072,0.021344816513714934,0.020591356246505713,0.020050089317152648,0.019672899836454608,0.01942543150610935,0.019282653029506068,0.01922599996828247,0.01924148733583283,0.01931843525667867,0.01944859093694987,0.019625512382231498,0.019844128435461936,0.02010041976754942,0.020391184241861888,0.020713862053923747,0.021066403829772453
0.028371580051391197,0.02771553646901164,0.027110495619336886,0.02655856473543195,0.026062523450351587,0.025625989864415,0.025253639910292218,0.024951500409786245,0.02472734537491238,0.024591239019637137,0.02455629043325506,0.024639718616063372,0.024864380558563375,0.025261003018149424,0.02587150480393867,0.02675404394043792,0.027990851280531075,0.029700661634657757,0.03205888424881321,0.03533102330112417,0.03992900479721221,0.04650689230448282,0.05612180701421621,0.07049073042440793,0.09234077320519256,0.1256730067139428,0.17524503787830986,0.24389036734988703,0.3273660346128336,0.41149671957347117,0.4779153457187006,0.5133430329503251,0.5122411583056511,0.4746150211063122,0.406167082327004,0.3206045143140469,0.23664518189798686,0.16834316195309645,0.11950709536179677,0.08694352028643897,0.06573355504216039,0.051844482143462434,0.042568085529551304,0.03621680454119835,0.031759664386643655,0.028562635971473967,0.02622833513243647,0.024501614234196292,0.02321440982890533,0.02225320680715552,0.021539494043133014,0.0210177667458448,0.020647991666884177,0.020400766827716518,0.020254143725316528,0.020191497555469652,0.020200071974872936,0.020269966693025485,0.020393421254890864,0.020564300433164203,0.02077771911769026,0.0210297652135743,0.021317292389390223,0.021637763275295176
0.02913075948989081,0.02850940082278303,0.027942220566714072,0.027431815628793196,0.02698154673019678,0.02659572541969779,0.026279859787857063,0.02604098069217109,0.025888079727365624,0.025832704252451568,0.0258897760990427,0.02607873329624562,0.026425145041712707,0.02696303039038187,0.02773823919835801,0.02881346032408024,0.030275756998372576,0.032248071974451065,0.034907011870962026,0.03851054854486328,0.043441109828130924,0.05027138032094131,0.059859576989690653,0.07347004718385376,0.0928734449940033,0.12027330103654889,0.1577274470791736,0.20568733711342532,0.26093486917400754,0.31564236105057514,0.3594089830367955,0.38320636640092015,0.3821644689804201,0.35636841795094615,0.3108983512517747,0.2550252190282416,0.19927793142634653,0.15138884828017338,0.11433767113844978,0.08744805740614006,0.06852663114221409,0.055314072368363915,0.04602913894150709,0.03941579443236497,0.03462933163347947,0.03111013823451136,0.028486669409376067,0.026509460041193342,0.02500836097339255,0.023865262369433374,0.022996690614370464,0.02234260737233677,0.02185910521975639,0.02151357110808406,0.021281431974136643,0.021143929283368515,0.02108657296935371,0.021098050923524386,0.021169448603093406,0.021293682874874643,0.021465085955510287,0.021679095930830294,0.02193202392283569,0.022220877046104655
0.029901199066682583,0.02931332495555019,0.028782600725295513,0.028312055027599082,0.027905553323873407,0.027567999018098553,0.027305595795326956,0.027126193004657944,0.027039744876131484,0.027058927435331427,0.027199976261853033,0.02748383693109951,0.02793776300558935,0.028597561320538308,0.02951078232673602,0.030741300728151604,0.03237595029204238,0.03453418987097099,0.03738219328059015,0.04115321161508447,0.046176270670688906,0.05291437007998227,0.06200912588107323,0.07431651602597493,0.09089063410587361,0.11282576857499112,0.14082848488433963,0.17445963594805783,0.21129325821528497,0.24666258570352254,0.27459684899916625,0.28967388422855206,0.28876723255716436,0.2719691636810088,0.2425878206839357,0.20619422340734223,0.16881650301182255,0.13506010716845027,0.10721289032323061,0.08557015002676766,0.06932040668945805,0.05731034313324243,0.048460475645487874,0.04190861520460764,0.037015912164663434,0.03332538812258737,0.030514543303690616,0.028356029483840653,0.026688607433408246,0.02539677740104708,0.02439680593698717,0.023627205621224806,0.023042237231299705,0.02260744514588001,0.02229656066690056,0.02208933052717221,0.021969976348455947,0.021926088701313195,0.02194782378456217,0.022027313197978512,0.022158225464185968,0.02233543681911757,0.022554781535806312,0.022812860744401878
0.03067926757795535,0.030123235739499207,0.029627044844797917,0.029194081652627126,0.02882862065131939,0.02853603162638212,0.02832304790408251,0.028198115808071727,0.028171853713526394,0.02825766021551824,0.028472526788971997,0.02883813296381461,0.029382334332544183,0.030141199446659526,0.031161815413802755,0.03250616804213428,0.03425651114320999,0.036522758344200046,0.03945251076639818,0.04324423979024525,0.048163550920562945,0.05456066986732246,0.06288304133595472,0.07366842305634513,0.08749016716078203,0.10481220735265241,0.1257157303125583,0.14951849279036677,0.17443920942826188,0.1975832307377552,0.21545963663868326,0.22492616210989788,0.22415821288414117,0.21323150464491647,0.1941103275427947,0.17003781288795855,0.14454086306554856,0.12047957151198992,0.09955325409723889,0.08235070584614747,0.06871264921840184,0.058122140447419424,0.04997551563928314,0.043720647856347716,0.03890525045510604,0.035179240660326835,0.032279388764602644,0.030010334566059373,0.028227584316306217,0.026824006876173083,0.02571969942557494,0.024854590903707466,0.024183111002545717,0.02367036221851512,0.023289366842913717,0.023019077461255134,0.0228429294130673,0.022747779171994904,0.0227231190548554,0.022760491171638794,0.022853046159710674,0.022995208002228575,0.023182417234641668,0.023410932566324046
0.03146154424376952,0.030935316480148904,0.030471277525546864,0.03007308743116374,0.029745320908640113,0.02949367354063933,0.02932522531934208,0.029248779652861594,0.02927530229281224,0.029418493248304537,0.029695536453969176,0.03012808771624494,0.030743582305311993,0.03157697024736236,0.03267301950129053,0.034089361159792726,0.03590047531615476,0.0382028032320738,0.041121058674379325,0.04481547200712808,0.04948889950341865,0.05539108464043226,0.06281438571412239,0.07207075909170924,0.08343480031828115,0.09703658998053398,0.1127002067324164,0.12975912594833963,0.14693337522834812,0.16238640624024234,0.1740349282028619,0.1800557528871652,0.17940554093448083,0.17214118657609714,0.15940925237052805,0.14310569372412701,0.125342359723464,0.10793922614297606,0.09212762722599634,0.07851306752057416,0.06721466371966045,0.058058360736209305,0.050739889536870295,0.044929509066152,0.04032547499090251,0.036673961237815376,0.03377108070415758,0.03145716295120837,0.029608768970006485,0.028130955358891135,0.026950705535069227,0.02601169551884803,0.02527026067862721,0.024692342197024066,0.024251194491766968,0.02392566845900347,0.023698924590863563,0.023557465067474623,0.023490402199245697,0.023488902274926383,0.02354576004693638,0.023655070980218244,0.02381197707517316,0.024012468399711544
0.032244880705350344,0.03174608043434936,0.0313114265859963,0.030944761478509,0.03065084488431435,0.030435551670973927,0.030306121101535324,0.03027147279056599,0.030342608896271044,0.03053312803833568,0.0308598838992622,0.0313438305874803,0.032011107307903,0.03289442546015807,0.034034828735148036,0.03548389388219707,0.03730641174308096,0.039583506370983686,0.04241596313899068,0.04592715925235645,0.05026429714363375,0.055595492344326286,0.062098613350160155,0.06993593167325056,0.07920780997595755,0.08988141298081367,0.10170030606467172,0.11409930469426655,0.12616971194154647,0.1367258588960305,0.1444962847134491,0.14840451213198058,0.14784798858333195,0.14286836780470363,0.1341438161469463,0.12280506648738815,0.1101481035793956,0.09735302774760766,0.08530022753340365,0.07451515159941702,0.06521357087846881,0.057393464541675675,0.050928058499478956,0.04563689957194874,0.041330603219845954,0.037834351865481196,0.034997443292750195,0.03269499121270326,0.030825858516022642,0.02930918768894558,0.028080740399588838,0.027089582447132443,0.02629529287579642,0.02566570584864185,0.025175124203333562,0.024802923690837864,0.02453246925648018,0.02435027546518429,0.024245355766364426,0.02420871697907841,0.024232965221421644,0.02431199739776378,0.024440758506749212,0.024615049749237596
0.033026451244631,0.032552428991222085,0.03214409030812922,0.03180536747750858,0.03154109033581198,0.03135716925102292,0.0312608224437894,0.03126085914660558,0.03136803297726713,0.03159548327153121,0.03195928580589474,0.03247913786603313,0.03317920490007719,0.03408915484119034,0.03524539739383941,0.03669252152355585,0.0384848718529835,0.04068810200921794,0.04338035746547396,0.04665242868922875,0.05060573425927953,0.05534633603806325,0.06097246658897415,0.06755263783991869,0.07509209747306049,0.0834884053734843,0.09248321635762748,0.10162627209692172,0.11027493522409451,0.11765096291046562,0.12295988082771314,0.12555051993992677,0.12506711328682374,0.12154012587329646,0.11538100003740262,0.10728212538153663,0.09805919548056946,0.088491119362028,0.07920470914488681,0.07062457196018657,0.06298030927860986,0.056347518475218385,0.05069869680572936,0.045948424278706865,0.041986479478306186,0.0386987858034062,0.03597885697536732,0.033732886904580116,0.03188107170517201,0.03035695456879471,0.02910589794808765,0.028083301926335957,0.027252881499467578,0.026585138155372355,0.02605606603939173,0.025646086430408624,0.025339184546247,0.025122216924990212,0.02498435850499872,0.024916662148441484,0.024911707746648748,0.02496332228902407,0.025066355999929697,0.025216502752467358
0.0338037898953027,0.03335169303310274,0.03296638297305476,0.032651792875436354,0.03241271358012238,0.03225495729070123,0.03218555737454967,0.03221301227438632,0.032347582905361216,0.03260165414412247,0.03299017169784182,0.03353116501162351,0.03424636356968081,0.03516190561919919,0.036309121089191154,0.03772533806097084,0.039454605168743065,0.041548127681259976,0.044064066938645306,0.047066137680181586,0.05062015738454183,0.05478740069103772,0.05961342299208625,0.06511121330799581,0.07123854233047439,0.07787163244357749,0.08478086500121806,0.09161823199205199,0.09792830986580199,0.10319163068520158,0.1068998669551038,0.10864861428219236,0.10822223096885965,0.10564321213117164,0.10116865954329782,0.09523471503838316,0.08836788347111289,0.08109153630139113,0.07385290401960275,0.066983676335785,0.0606933774736295,0.05508551513606527,0.05018420391073494,0.04596158428580061,0.04236064984205614,0.03931174209292647,0.03674315570723722,0.03458718796543756,0.032783065145565664,0.031277925812913415,0.03002670564621896,0.028991473455937496,0.028140549346583506,0.027447589450499243,0.026890730368886805,0.026451832972576528,0.02611583580200002,0.0258702133961522,0.02570452829111506,0.025610063368270774,0.025579521471516167,0.025606780492178224,0.025686693759483497,0.025814927227362693
0.034574814008418664,0.034141657190660715,0.03377595870889647,0.033481570488731426,0.03326314588454997,0.03312628104987094,0.03307768397895257,0.033125376008915464,0.03327893074974935,0.03354975503315242,0.03395141504639703,0.03450000753175349,0.035214569486497614,0.03611750818241579,0.03723501354701533,0.038597382807069536,0.0402391373706619,0.04219873827319115,0.04451760490840932,0.04723801489278475,0.0503993302613142,0.05403190855392793,0.05814811878688736,0.06273025172769603,0.06771597790079324,0.07298346974555317,0.0783401865062546,0.08352094112119841,0.08820104149167303,0.09202781568845071,0.09466842499703416,0.09586505712430754,0.09548346780423671,0.0935404964488656,0.09020168756030182,0.08574956931515328,0.0805323932263034,0.07490819114576067,0.06919807487168152,0.06365708395392361,0.058463862986367805,0.053725148913569255,0.04948886423092262,0.045760100327846255,0.042516110109252915,0.039718398184196216,0.037321454137451825,0.0352784890734045,0.033544848697897284,0.032079792228934846,0.030847209730924946,0.029815700885378677,0.028958303433465466,0.028252055356347366,0.027677501381411798,0.027218205805339582,0.026860303111870525,0.026592099614321935,0.026403729016132305,0.026286859341824474,0.02623444616365519,0.02624052618255751,0.026300045248987568,0.026408715375404474
0.03533783465107608,0.03492056776765534,0.034571015053349884,0.034292874895953764,0.03409057855041243,0.03396940774835647,0.03393563190161437,0.033996666968537995,0.034161257371410125,0.0344396809134978,0.03484397396871103,0.03538816958858195,0.036088533545695564,0.036963771248357785,0.038035159992300886,0.03932653385859651,0.04086401044980618,0.0426752983840015,0.04478836408767952,0.0472291750623515,0.05001819634521633,0.05316533859725249,0.056663204281017295,0.060478831740295495,0.06454475720231641,0.06875107969607896,0.07294112962606825,0.0769138874381976,0.08043590244549373,0.08326367994819386,0.08517443473410045,0.08599965741278255,0.08565361698584456,0.08414910851506036,0.08159583201047309,0.07818174979859588,0.07414262752950451,0.06972776655243955,0.06516977163434225,0.06066357747723796,0.056356358814456796,0.052346905203343286,0.04869140575371061,0.04541237180584406,0.04250811448326507,0.03996118903095067,0.03774510455906474,0.03582920408531022,0.03418194489218241,0.03277292870708031,0.03157403044373588,0.030559918658917214,0.02970819060081222,0.02899927983362296,0.02841624237781446,0.027944488936447024,0.02757150410177412,0.027286575719879094,0.027080546289554388,0.026945591348317307,0.02687502575385481,0.026863136556819937,0.026905040078031503,0.026996560391910344
